

------------------------ For cluster centers -------------------------


3.1666666666666665	4.0	1.0	
15.5	5.0	2.0	
9.799999999999999	9.6	3.0	
9.5	4.5	4.0	


----------------- For Clustering ------------------------

-1.5883725408596077	-0.7413624758582585	1.0	
-1.3759150672414437	-1.1738239201089093	1.0	
-1.3759150672414437	-0.7413624758582585	1.0	
-1.3759150672414437	-0.30890103160760773	1.0	
-1.1634575936232796	-1.1738239201089093	1.0	
-1.1634575936232796	-0.30890103160760773	1.0	
-0.10117022553245911	-0.7413624758582585	1.0	
-0.10117022553245911	-0.30890103160760773	1.0	
-0.10117022553245911	1.4209447453949955	2.0	
-0.10117022553245911	1.8534061896456462	3.0	
0.11128724808570498	-0.7413624758582585	4.0	
0.11128724808570498	-0.30890103160760773	4.0	
0.11128724808570498	1.4209447453949955	2.0	
0.11128724808570498	1.8534061896456462	3.0	
0.3237447217038691	1.8534061896456462	3.0	
1.1735746161765255	-0.7413624758582585	4.0	
1.1735746161765255	-0.30890103160760773	4.0	
1.1735746161765255	0.12356041264304303	4.0	
1.3860320897946896	-0.7413624758582585	4.0	
1.3860320897946896	-0.30890103160760773	4.0	
1.3860320897946896	0.12356041264304303	4.0	
